idxUp,idxLow,midUp,midLow,ringUp,ringLow,thumb,pinky,label
0,25,0,38,60,33,31,55,two
0,25,0,39,58,33,31,55,two
0,25,0,39,58,32,31,56,two
0,24,0,39,56,33,31,55,two
0,24,0,39,56,33,32,55,two
0,24,0,39,55,33,32,53,two
0,25,0,39,55,33,32,61,two
0,24,0,39,55,30,32,59,two
0,24,0,39,55,30,32,63,two
0,24,0,39,56,30,34,61,two
0,24,0,39,58,32,34,61,two
0,24,0,39,58,32,34,59,two
0,24,0,39,58,32,34,58,two
0,25,0,40,56,32,31,59,two
0,25,0,39,56,32,31,59,two
0,25,0,39,56,32,31,59,two
0,25,0,40,56,32,29,59,two
0,25,0,40,55,32,29,59,two
0,24,0,40,56,32,29,61,two
0,24,0,40,55,32,26,59,two
0,24,0,40,55,32,26,61,two
0,24,0,40,55,30,26,63,two
0,22,0,40,56,30,26,61,two
0,22,0,40,56,30,28,61,two
0,22,0,40,58,29,28,61,two
0,24,0,40,56,29,28,61,two
0,22,0,40,58,29,28,61,two
0,24,0,40,58,29,28,51,two
0,24,0,40,56,29,28,51,two
0,24,0,40,56,29,28,53,two
0,24,0,40,56,29,28,53,two
0,25,0,41,56,30,28,53,two
0,25,0,41,55,30,29,53,two
0,24,0,40,55,30,29,53,two
0,24,0,41,53,32,31,53,two
0,24,0,41,53,32,31,53,two
0,24,0,41,53,32,31,53,two
0,24,0,40,53,29,31,61,two
0,22,0,40,53,29,31,61,two
0,24,0,40,53,30,31,59,two
0,21,0,40,53,29,32,61,two
0,21,0,40,53,29,31,59,two
0,22,0,40,53,30,31,61,two
0,22,0,41,53,29,28,61,two
0,22,0,41,53,29,28,61,two
0,22,0,41,53,29,26,63,two
0,22,0,41,53,30,26,63,two
0,22,0,41,55,32,26,63,two
0,21,0,41,53,32,26,64,two
0,21,0,41,55,32,28,64,two
0,24,0,42,56,32,28,63,two
0,22,0,42,55,32,34,64,two
0,24,0,42,56,32,34,66,two
0,24,0,42,56,33,37,66,two
0,22,0,41,56,33,37,64,two
0,24,0,42,56,33,37,63,two
0,24,0,42,55,33,37,63,two
0,24,0,42,51,33,37,63,two
0,25,0,42,51,33,39,61,two
0,25,0,42,51,33,37,59,two
0,25,0,41,50,30,37,61,two
0,25,0,41,51,32,32,61,two
183,43,158,117,100,62,65,122,fist
183,41,157,116,99,61,63,120,fist
178,38,157,115,99,61,62,118,fist
178,38,157,114,97,61,60,123,fist
174,36,156,113,97,60,59,122,fist
169,36,155,112,99,60,57,120,fist
167,36,155,111,97,60,55,120,fist
167,33,154,110,97,60,55,118,fist
162,31,154,110,97,58,54,118,fist
158,30,153,108,97,58,51,120,fist
158,30,153,108,97,58,49,122,fist
158,31,153,108,97,58,49,122,fist
158,31,152,108,94,58,49,122,fist
158,31,151,107,94,58,49,122,fist
155,30,151,107,94,57,49,120,fist
155,29,151,106,94,57,47,122,fist
155,29,151,107,94,57,49,120,fist
155,29,151,106,94,57,49,122,fist
155,26,151,106,99,57,47,120,fist
153,27,150,106,97,56,47,117,fist
153,27,150,106,97,57,47,117,fist
153,26,149,105,97,56,46,117,fist
153,26,150,105,99,56,47,115,fist
151,25,149,104,99,56,47,114,fist
151,25,148,104,97,57,49,114,fist
151,25,149,104,97,56,49,114,fist
146,25,148,104,97,56,49,114,fist
149,25,148,104,99,56,46,114,fist
146,26,148,103,94,56,46,115,fist
149,26,148,103,95,57,46,115,fist
144,25,148,103,97,58,47,114,fist
144,26,148,103,97,57,46,114,fist
142,25,147,103,97,57,46,117,fist
142,25,147,103,97,56,44,118,fist
139,25,148,103,95,57,43,120,fist
135,25,147,103,95,57,41,118,fist
135,25,147,103,95,57,41,118,fist
135,25,147,102,95,57,43,117,fist
135,25,147,103,94,57,44,115,fist
